AÑO,CCAA,KG RECOGIDOS,HABITANTES,GARBAGE CONTAINER
2012,CANARIAS,445540,54613,Blue
2012,CANARIAS,55650,7726,Blue
2012,CANARIAS,15540,3015,Blue
2012,CANARIAS,66470,9120,Blue
2012,CANARIAS,1646320,153187,Blue
2012,CANARIAS,160260,20396,Blue
2012,CANARIAS,377645,32817,Blue
2012,CANARIAS,193575,25957,Blue
2012,MADRID,1813500,91861,Blue
2012,CANARIAS,726360,36871,Blue
2012,CANARIAS,358905,45134,Blue
2012,CANARIAS,1180120,104072,Blue
2012,CANARIAS,338440,41555,Blue
2012,CANARIAS,151070,24147,Blue
2012,CANARIAS,798540,87163,Blue
2012,CANARIAS,144820,17383,Blue
2012,CANARIAS,125330,17130,Blue
2012,CANARIAS,336900,41706,Blue
2012,CANARIAS,307760,38015,Blue
2012,CANARIAS,80550,12274,Blue
2012,CANARIAS,2234639,222271,Blue
2012,CANARIAS,1200160,142517,Blue
2012,PAIS VASCO,2328780,69605,Blue
2012,PAIS VASCO,7544180,239562,Blue
2012,PAIS VASCO,636300,17127,Blue
2012,MADRID,1841400,122589,Blue
2012,PAIS VASCO,2005970,60266,Blue
2012,PAIS VASCO,2523580,80089,Blue
2012,PAIS VASCO,668650,14351,Blue
2012,PAIS VASCO,1486460,72591,Blue
2012,MADRID,634880,41380,Blue
2012,PAIS VASCO,2142659,42096,Blue
2012,PAIS VASCO,2819320,77505,Blue
2012,PAIS VASCO,10899690,276249,Blue
2012,PAIS VASCO,10814844,352700,Blue
2012,PAIS VASCO,518146,24189,Blue
2012,PAIS VASCO,1221050,47742,Blue
2012,PAIS VASCO,544790,17078,Blue
2012,PAIS VASCO,955578,25025,Blue
2012,PAIS VASCO,528710,18140,Blue
2012,PAIS VASCO,53260,1939,Blue
2012,MADRID,252080,22677,Blue
2012,PAIS VASCO,307890,10133,Blue
2012,PAIS VASCO,2538590,79665,Blue
2012,PAIS VASCO,918860,30454,Blue
2012,PAIS VASCO,1097091,35460,Blue
2012,PAIS VASCO,32778,916,Blue
2012,PAIS VASCO,534508,29049,Blue
2012,PAIS VASCO,6000,317,Blue
2012,PAIS VASCO,12000,1138,Blue
2012,PAIS VASCO,43493,1776,Blue
2012,MADRID,74920,6295,Blue
2012,PAIS VASCO,11177,469,Blue
2012,PAIS VASCO,563720,13742,Blue
2012,PAIS VASCO,4800,263,Blue
2012,PAIS VASCO,153278,7408,Blue
2012,PAIS VASCO,7200,636,Blue
2012,PAIS VASCO,670010,28959,Blue
2012,PAIS VASCO,57978,1440,Blue
2012,PAIS VASCO,118923,8412,Blue
2012,PAIS VASCO,42710,1584,Blue
2012,PAIS VASCO,603590,16442,Blue
2012,MADRID,2153597,203686,Blue
2012,PAIS VASCO,32890,1521,Blue
2012,PAIS VASCO,166540,7583,Blue
2012,PAIS VASCO,165670,4871,Blue
2012,PAIS VASCO,8346,358,Blue
2012,PAIS VASCO,8067,324,Blue
2012,PAIS VASCO,92140,2820,Blue
2012,PAIS VASCO,91900,4259,Blue
2012,PAIS VASCO,1013300,28226,Blue
2012,PAIS VASCO,378070,24262,Blue
2012,PAIS VASCO,1502470,42166,Blue
2012,MADRID,116140,6682,Blue
2012,PAIS VASCO,1161770,24023,Blue
2012,PAIS VASCO,6000,557,Blue
2012,PAIS VASCO,178338,9713,Blue
2012,PAIS VASCO,10510,458,Blue
2012,PAIS VASCO,14460,354,Blue
2012,PAIS VASCO,32890,16737,Blue
2012,PAIS VASCO,1116901,20178,Blue
2012,PAIS VASCO,2047380,100061,Blue
2012,PAIS VASCO,20255,726,Blue
2012,PAIS VASCO,4450,879,Blue
2012,MADRID,153770,9268,Blue
2012,PAIS VASCO,22520,896,Blue
2012,PAIS VASCO,4820,411,Blue
2012,PAIS VASCO,161990,2542,Blue
2012,PAIS VASCO,318590,12511,Blue
2012,PAIS VASCO,5840,542,Blue
2012,EXTREMADURA,383694,34319,Blue
2012,COMUNIDAD VALENCIANA,111743,28293,Blue
2012,MADRID,20850,2041,Blue
2012,EXTREMADURA,171500,36660,Blue
2012,EXTREMADURA,270162,16267,Blue
2012,EXTREMADURA,118280,26076,Blue
2012,EXTREMADURA,107750,13050,Blue
2012,EXTREMADURA,498720,41392,Blue
2012,EXTREMADURA,21310,9283,Blue
2012,MADRID,1154430,41065,Blue
2012,CANARIAS,110700,10874,Blue
2012,REGION DE MURCIA,251680,20725,Blue
2012,REGION DE MURCIA,278571,29961,Blue
2012,REGION DE MURCIA,687420,66775,Blue
2012,REGION DE MURCIA,154030,15649,Blue
2012,REGION DE MURCIA,266835,25926,Blue
2012,REGION DE MURCIA,239515,32366,Blue
2012,REGION DE MURCIA,2667880,214918,Blue
2012,REGION DE MURCIA,109410,14339,Blue
2012,REGION DE MURCIA,190510,35425,Blue
2012,MADRID,174900,12554,Blue
2012,REGION DE MURCIA,40570,12986,Blue
2012,REGION DE MURCIA,4382620,442203,Blue
2012,REGION DE MURCIA,181904,33218,Blue
2012,REGION DE MURCIA,75868,18083,Blue
2012,REGION DE MURCIA,19960,18825,Blue
2012,REGION DE MURCIA,199490,41568,Blue
2012,REGION DE MURCIA,426450,34813,Blue
2012,REGION DE MURCIA,146120,6489,Blue
2012,REGION DE MURCIA,85960,15873,Blue
2012,REGION DE MURCIA,140780,26438,Blue
2012,MADRID,94400,7941,Blue
2012,REGION DE MURCIA,65835,8382,Blue
2012,ARAGON,175670,7643,Blue
2012,ARAGON,273680,31196,Blue
2012,REGION DE MURCIA,917518,92869,Blue
2012,MADRID,136875,7659,Blue
2012,MADRID,26270,2531,Blue
2012,COMUNIDAD VALENCIANA,21707,303,Blue
2012,MADRID,643588,45468,Blue
2012,COMUNIDAD VALENCIANA,122720,7207,Blue
2012,COMUNIDAD VALENCIANA,389800,33372,Blue
2012,COMUNIDAD VALENCIANA,46599,1026,Blue
2012,COMUNIDAD VALENCIANA,626220,38205,Blue
2012,COMUNIDAD VALENCIANA,312895,32733,Blue
2012,COMUNIDAD VALENCIANA,1243900,65595,Blue
2012,COMUNIDAD VALENCIANA,64236,1542,Blue
2012,COMUNIDAD VALENCIANA,101488,9022,Blue
2012,MADRID,71219,5963,Blue
2012,COMUNIDAD VALENCIANA,191280,10601,Blue
2012,COMUNIDAD VALENCIANA,184554,4191,Blue
2012,COMUNIDAD VALENCIANA,92850,5568,Blue
2012,COMUNIDAD VALENCIANA,11645,176,Blue
2012,COMUNIDAD VALENCIANA,737250,78704,Blue
2012,COMUNIDAD VALENCIANA,68932,1527,Blue
2012,COMUNIDAD VALENCIANA,108165,1854,Blue
2012,COMUNIDAD VALENCIANA,109181,7753,Blue
2012,MADRID,130780,8475,Blue
2012,COMUNIDAD VALENCIANA,26504,694,Blue
2012,COMUNIDAD VALENCIANA,187831,21670,Blue
2012,COMUNIDAD VALENCIANA,256463,24056,Blue
2012,COMUNIDAD VALENCIANA,14500,213,Blue
2012,COMUNIDAD VALENCIANA,1230840,44726,Blue
2012,COMUNIDAD VALENCIANA,78068,6806,Blue
2012,MADRID,208680,10465,Blue
2012,COMUNIDAD VALENCIANA,9973,848,Blue
2012,COMUNIDAD VALENCIANA,120150,10092,Blue
2012,COMUNIDAD VALENCIANA,92160,5853,Blue
2012,COMUNIDAD VALENCIANA,471900,14722,Blue
2012,COMUNIDAD VALENCIANA,355480,88714,Blue
2012,COMUNIDAD VALENCIANA,31069,5180,Blue
2012,MADRID,5268931,198560,Blue
2012,COMUNIDAD VALENCIANA,134188,12117,Blue
2012,MADRID,1083170,121995,Blue
2012,COMUNIDAD VALENCIANA,107680,11432,Blue
2012,COMUNIDAD VALENCIANA,84839,7429,Blue
2012,COMUNIDAD VALENCIANA,38616,3036,Blue
2012,COMUNIDAD VALENCIANA,1176880,61093,Blue
2012,MADRID,40328060,3265038,Blue
2012,COMUNIDAD VALENCIANA,1699710,102136,Blue
2012,COMUNIDAD VALENCIANA,274540,17061,Blue
2012,COMUNIDAD VALENCIANA,14815,1264,Blue
2012,COMUNIDAD VALENCIANA,186530,25945,Blue
2012,COMUNIDAD VALENCIANA,238280,32864,Blue
2012,COMUNIDAD VALENCIANA,14860,2049,Blue
2012,COMUNIDAD VALENCIANA,49910,4454,Blue
2012,MADRID,82670,5004,Blue
2012,COMUNIDAD VALENCIANA,11064,870,Blue
2012,COMUNIDAD VALENCIANA,36487,4637,Blue
2012,COMUNIDAD VALENCIANA,58945,2794,Blue
2012,COMUNIDAD VALENCIANA,341107,34966,Blue
2012,COMUNIDAD VALENCIANA,236340,22554,Blue
2012,MADRID,122280,7731,Blue
2012,COMUNIDAD VALENCIANA,365790,16863,Blue
2012,COMUNIDAD VALENCIANA,127250,9445,Blue
2012,PAIS VASCO,38080,933,Blue
2012,CASTILLA Y LEON,882230,59008,Blue
2012,MADRID,858032,45643,Blue
2012,CANARIAS,121833,23476,Blue
2012,EXTREMADURA,46340,5293,Blue
2012,EXTREMADURA,72740,12008,Blue
2012,ANDALUCIA,878000,36141,Blue
2012,COMUNIDAD VALENCIANA,166070,18593,Blue
2012,COMUNIDAD VALENCIANA,167560,8175,Blue
2012,COMUNIDAD VALENCIANA,78750,6283,Blue
2012,COMUNIDAD VALENCIANA,47281,3320,Blue
2012,COMUNIDAD VALENCIANA,24280,9092,Blue
2012,CATALUÑA,1713749,60705,Blue
2012,CATALUÑA,1807740,82634,Blue
2012,CATALUÑA,2059340,115845,Blue
2012,CATALUÑA,654422,43010,Blue
2012,CATALUÑA,1261000,77138,Blue
2012,CATALUÑA,818510,41540,Blue
2012,CATALUÑA,92730,3522,Blue
2012,MADRID,98884,8505,Blue
2012,CATALUÑA,799205,18783,Blue
2012,CATALUÑA,663672,21290,Blue
2012,CATALUÑA,612140,21986,Blue
2012,CATALUÑA,270900,20306,Blue
2012,CATALUÑA,1860440,55597,Blue
2012,CATALUÑA,125456,4798,Blue
2012,CATALUÑA,728083,35726,Blue
2012,CATALUÑA,2523830,96722,Blue
2012,CATALUÑA,1892834,86194,Blue
2012,MADRID,1088230,72872,Blue
2012,CATALUÑA,592800,39191,Blue
2012,CATALUÑA,2197800,138416,Blue
2012,CATALUÑA,1008130,31924,Blue
2012,CATALUÑA,4033295,204406,Blue
2012,CATALUÑA,715500,17210,Blue
2012,CATALUÑA,2195865,141501,Blue
2012,CATALUÑA,3038115,177303,Blue
2012,CATALUÑA,828900,63164,Blue
2012,CATALUÑA,849484,67693,Blue
2012,CATALUÑA,504220,23191,Blue
2012,CATALUÑA,317044,19051,Blue
2012,CATALUÑA,4577986,207721,Blue
2012,CATALUÑA,1180960,73979,Blue
2012,CATALUÑA,989760,26393,Blue
2012,CATALUÑA,6409653,125286,Blue
2012,CATALUÑA,710680,27457,Blue
2012,CATALUÑA,1271150,123868,Blue
2012,CATALUÑA,1778580,72261,Blue
2012,CATALUÑA,457600,40231,Blue
2012,CATALUÑA,319880,7548,Blue
2012,MADRID,204821,13391,Blue
2012,CATALUÑA,978880,31169,Blue
2012,CATALUÑA,523040,22560,Blue
2012,CATALUÑA,1636940,106709,Blue
2012,CATALUÑA,2154292,36170,Blue
2012,CATALUÑA,1660080,62916,Blue
2012,CATALUÑA,436900,13722,Blue
2012,CATALUÑA,3915680,134085,Blue
2012,CATALUÑA,944070,46891,Blue
2012,CATALUÑA,4247352,213697,Blue
2012,CATALUÑA,682497,37396,Blue
2012,MADRID,690930,54220,Blue
2012,CATALUÑA,4976738,374616,Blue
2012,CATALUÑA,530660,21839,Blue
2012,CATALUÑA,251540,11698,Blue
2012,CATALUÑA,352560,10192,Blue
2012,CATALUÑA,381110,14374,Blue
2012,BALEARES,10030490,405318,Blue
2012,BALEARES,4782320,94875,Blue
2012,BALEARES,7537823,290849,Blue
2012,BALEARES,2097844,49388,Blue
2012,MADRID,103795,5231,Blue
2012,BALEARES,991880,23688,Blue
2012,BALEARES,470340,22299,Blue
2012,BALEARES,1613160,33734,Blue
2012,BALEARES,117700,5351,Blue
2012,BALEARES,833920,10365,Blue
2012,EXTREMADURA,140177,8002,Blue
2012,CANARIAS,7530,1831,Blue
2012,EXTREMADURA,126700,8244,Blue
2012,EXTREMADURA,230200,9623,Blue
2012,MADRID,3082700,170115,Blue
2012,EXTREMADURA,76860,7182,Blue
2012,COMUNIDAD VALENCIANA,50254,4078,Blue
2012,COMUNIDAD VALENCIANA,45743,5968,Blue
2012,COMUNIDAD VALENCIANA,306120,18524,Blue
2012,COMUNIDAD VALENCIANA,100020,9439,Blue
2012,COMUNIDAD VALENCIANA,33580,3314,Blue
2012,EXTREMADURA,441770,30247,Blue
2012,COMUNIDAD VALENCIANA,18020,1305,Blue
2012,COMUNIDAD VALENCIANA,1991810,180114,Blue
2012,COMUNIDAD VALENCIANA,53200,3394,Blue
2012,MADRID,124860,19224,Blue
2012,COMUNIDAD VALENCIANA,16288,1925,Blue
2012,COMUNIDAD VALENCIANA,22867,2274,Blue
2012,COMUNIDAD VALENCIANA,52456,5890,Blue
2012,MADRID,130154,6858,Blue
2012,CANARIAS,39030,5536,Blue
2012,CANARIAS,4548320,383343,Blue
2012,MADRID,873200,55755,Blue
2012,CEUTA,3223260,82376,Blue
2012,CATALUÑA,900151,25016,Blue
2012,GALICIA,1258770,87139,Blue
2012,MADRID,184948,7068,Blue
2012,COMUNIDAD VALENCIANA,14072,1990,Blue
2012,COMUNIDAD VALENCIANA,234945,35433,Blue
2012,COMUNIDAD VALENCIANA,31416,1235,Blue
2012,COMUNIDAD VALENCIANA,192395,15072,Blue
2012,MADRID,123990,9730,Blue
2012,COMUNIDAD VALENCIANA,10049,1165,Blue
2012,COMUNIDAD VALENCIANA,5340,1934,Blue
2012,COMUNIDAD VALENCIANA,77604,6101,Blue
2012,MADRID,113171,6610,Blue
2012,COMUNIDAD VALENCIANA,844845,76908,Blue
2012,MADRID,22670,1518,Blue
2012,ANDALUCIA,1826532,221888,Blue
2012,MADRID,1001150,60998,Blue
2012,ARAGON,445881,15446,Blue
2012,EXTREMADURA,79810,6308,Blue
2012,EXTREMADURA,51140,5557,Blue
2012,MADRID,255960,19523,Blue
2012,EXTREMADURA,34440,2852,Blue
2012,EXTREMADURA,56340,6392,Blue
2012,EXTREMADURA,1429630,95026,Blue
2012,EXTREMADURA,80960,10234,Blue
2012,EXTREMADURA,62770,4716,Blue
2012,EXTREMADURA,205060,25822,Blue
2012,MADRID,265866,15092,Blue
2012,EXTREMADURA,406870,57797,Blue
2012,EXTREMADURA,181424,17386,Blue
2012,COMUNIDAD VALENCIANA,201605,11601,Blue
2012,CASTILLA Y LEON,206075,11897,Blue
2012,CASTILLA Y LEON,49030,5218,Blue
2012,MADRID,156580,4885,Blue
2012,CASTILLA Y LEON,11060,1429,Blue
2012,CASTILLA Y LEON,50670,710,Blue
2012,CASTILLA Y LEON,493110,31562,Blue
2012,CASTILLA Y LEON,353900,21057,Blue
2012,CASTILLA Y LEON,56890,5221,Blue
2012,CASTILLA Y LEON,50640,2979,Blue
2012,CASTILLA Y LEON,245260,15695,Blue
2012,ASTURIAS,4316288,225391,Blue
2012,GALICIA,769644,57805,Blue
2012,GALICIA,139660,16832,Blue
2012,CASTILLA Y LEON,887640,39987,Blue
2012,REGION DE MURCIA,324160,34990,Blue
2012,COMUNIDAD VALENCIANA,3344,936,Blue
2012,MADRID,58790,4148,Blue
2012,COMUNIDAD VALENCIANA,271372,3200,Blue
2012,GALICIA,8448,1737,Blue
2012,CASTILLA Y LEON,41644,5301,Blue
2012,MADRID,665297,32575,Blue
2012,EXTREMADURA,56340,6019,Blue
2012,EXTREMADURA,149010,11516,Blue
2012,COMUNIDAD VALENCIANA,300850,9520,Blue
2012,GALICIA,11660,1767,Blue
2012,GALICIA,5870,1643,Blue
2012,CATALUÑA,147998,4284,Blue
2012,NAVARRA,379970,10090,Blue
2012,COMUNIDAD VALENCIANA,138594,19213,Blue
2012,ANDALUCIA,178080,66202,Blue
2012,ANDALUCIA,689557,77749,Blue
2012,ANDALUCIA,1384200,127375,Blue
2012,ANDALUCIA,255760,25023,Blue
2012,GALICIA,4523,3050,Blue
2012,CASTILLA Y LEON,518303,71911,Blue
2012,MADRID,178703,15350,Blue
2012,CASTILLA Y LEON,1238120,55220,Blue
2012,EXTREMADURA,1902580,151565,Blue
2012,GALICIA,7140,2027,Blue
2012,GALICIA,5730,1614,Blue
2012,MADRID,1019240,68418,Blue
2012,BALEARES,2165358,52451,Blue
2012,REGION DE MURCIA,99400,12361,Blue
2012,GALICIA,33515,6102,Blue
2012,REGION DE MURCIA,197390,16286,Blue
2012,COMUNIDAD VALENCIANA,36603,4433,Blue
2012,COMUNIDAD VALENCIANA,112060,9039,Blue
2012,REGION DE MURCIA,186600,10685,Blue
2012,MADRID,2707700,186552,Blue
2012,CASTILLA Y LEON,410760,22334,Blue
2012,ANDALUCIA,678950,79839,Blue
2012,ANDALUCIA,2838335,267062,Blue
2012,CASTILLA Y LEON,3900,345,Blue
2012,CASTILLA Y LEON,51420,4694,Blue
2012,CASTILLA Y LEON,44600,1950,Blue
2012,MADRID,248332,7720,Blue
2012,MADRID,27820,2151,Blue
2012,CASTILLA Y LEON,22704,2118,Blue
2012,PAIS VASCO,20400,1063,Blue
2012,MADRID,87642,8378,Blue
2012,PAIS VASCO,4800,236,Blue
2012,PAIS VASCO,84000,4059,Blue
2012,ARAGON,98170,4603,Blue
2012,MADRID,69399,4562,Blue
2012,ARAGON,34485,5247,Blue
2012,GALICIA,5520,2113,Blue
2012,GALICIA,2071,2593,Blue
2012,COMUNIDAD VALENCIANA,17273,1433,Blue
2012,COMUNIDAD VALENCIANA,117058,5415,Blue
2012,COMUNIDAD VALENCIANA,885,189,Blue
2012,COMUNIDAD VALENCIANA,57352,1360,Blue
2012,MADRID,64080,7463,Blue
2012,COMUNIDAD VALENCIANA,14610,1951,Blue
2012,COMUNIDAD VALENCIANA,7678,1111,Blue
2012,GALICIA,2425,2811,Blue
2012,COMUNIDAD VALENCIANA,355750,28986,Blue
2012,MADRID,169939,11985,Blue
2012,NAVARRA,657103,22254,Blue
2012,ANDALUCIA,227460,31496,Blue
2012,CATALUÑA,2550570,219786,Blue
2012,CATALUÑA,140330,13643,Blue
2012,CATALUÑA,360300,32033,Blue
2012,CATALUÑA,29872543,1615448,Blue
2012,CATALUÑA,140120,6426,Blue
2012,CATALUÑA,308920,12267,Blue
2012,MADRID,55557,2779,Blue
2012,CATALUÑA,919290,63139,Blue
2012,CATALUÑA,1116366,58247,Blue
2012,CATALUÑA,1511780,87243,Blue
2012,CATALUÑA,814110,46687,Blue
2012,CATALUÑA,502980,46250,Blue
2012,CATALUÑA,4648340,256065,Blue
2012,CATALUÑA,552940,24572,Blue
2012,CATALUÑA,749929,34232,Blue
2012,CATALUÑA,46780,3941,Blue
2012,CATALUÑA,250700,11272,Blue
2012,MADRID,285459,18447,Blue
2012,CATALUÑA,1179980,63499,Blue
2012,CATALUÑA,465056,37348,Blue
2012,CATALUÑA,485820,34157,Blue
2012,CATALUÑA,512240,27094,Blue
2012,CATALUÑA,1188640,82860,Blue
2012,CATALUÑA,86268,3907,Blue
2012,CATALUÑA,1584960,83337,Blue
2012,CATALUÑA,717371,43096,Blue
2012,CATALUÑA,786500,32406,Blue
2012,CATALUÑA,517490,16253,Blue
2012,MADRID,36718,2152,Blue
2012,CATALUÑA,608240,28137,Blue
2012,CATALUÑA,101850,7931,Blue
2012,CATALUÑA,1339790,120824,Blue
2012,CATALUÑA,213060,7973,Blue
2012,CATALUÑA,108531,5661,Blue
2012,CATALUÑA,918260,64737,Blue
2012,CATALUÑA,292630,10739,Blue
2012,REGION DE MURCIA,17149,1456,Blue
2012,REGION DE MURCIA,39400,16217,Blue
2012,REGION DE MURCIA,62669,17067,Blue
2012,MADRID,31965,2512,Blue
2012,REGION DE MURCIA,236260,35473,Blue
2012,REGION DE MURCIA,13985,2396,Blue
2012,REGION DE MURCIA,8021,919,Blue
2012,ARAGON,206680,18204,Blue
2012,CASTILLA Y LEON,31476,2833,Blue
2012,MADRID,25308,2906,Blue
2012,MADRID,11592,2088,Blue
2012,MADRID,2552,466,Blue
2012,GALICIA,51530,9837,Blue
2012,COMUNIDAD VALENCIANA,2160,337,Blue
2012,MADRID,689021,22354,Blue
2012,REGION DE MURCIA,223720,24093,Blue
2012,CASTILLA Y LEON,16940,3417,Blue
2012,GALICIA,22350,4743,Blue
2012,COMUNIDAD VALENCIANA,67412,11116,Blue
2012,ARAGON,307990,19830,Blue
2012,ARAGON,352240,13299,Blue
2012,ARAGON,267510,17215,Blue
2012,MADRID,36875,2682,Blue
2012,ARAGON,223968,16420,Blue
2012,ARAGON,135660,11135,Blue
2012,CANARIAS,21620,5776,Blue
2012,COMUNIDAD VALENCIANA,86690,7904,Blue
2012,COMUNIDAD VALENCIANA,34465,4153,Blue
2012,ANDALUCIA,1980640,257541,Blue
2012,CATALUÑA,276170,11776,Blue
2012,CATALUÑA,113230,4528,Blue
2012,MADRID,24804,1513,Blue
2012,CATALUÑA,135310,7196,Blue
2012,CATALUÑA,416970,18694,Blue
2012,CATALUÑA,236580,8794,Blue
2012,CATALUÑA,448152,19840,Blue
2012,CATALUÑA,22220,1524,Blue
2012,CATALUÑA,263720,23238,Blue
2012,CATALUÑA,63780,606,Blue
2012,CATALUÑA,223392,8584,Blue
2012,CATALUÑA,186899,7984,Blue
2012,CATALUÑA,23000,738,Blue
2012,MADRID,74826,3991,Blue
2012,CATALUÑA,493440,25331,Blue
2012,CATALUÑA,112826,8407,Blue
2012,CATALUÑA,44860,1904,Blue
2012,CATALUÑA,81520,6175,Blue
2012,CATALUÑA,142060,7376,Blue
2012,CANTABRIA,1707138,55553,Blue
2012,CANTABRIA,3495521,157095,Blue
2012,CANTABRIA,858872,31556,Blue
2012,MADRID,1509350,82916,Blue
2012,CATALUÑA,474236,14352,Blue
2012,ANDALUCIA,5151570,262439,Blue
2012,COMUNIDAD VALENCIANA,102612,2259,Blue
2012,COMUNIDAD VALENCIANA,4358,889,Blue
2012,MADRID,91599,8236,Blue
2012,MADRID,1046560,79825,Blue
2012,CASTILLA-LA MANCHA,2963270,211939,Blue
2012,CATALUÑA,188070,12551,Blue
2012,MADRID,33500,2297,Blue
2012,ARAGON,187380,8805,Blue
2012,MADRID,6951,861,Blue
2012,EXTREMADURA,110790,9137,Blue
2012,EXTREMADURA,95960,9244,Blue
2012,CATALUÑA,824912,39834,Blue
2012,MADRID,97208,7635,Blue
2012,MADRID,154112,11793,Blue
2012,MADRID,45012,2367,Blue
2012,MADRID,1747363,89151,Blue
2012,MADRID,27888,1518,Blue
2012,MADRID,27540,1581,Blue
2012,CATALUÑA,1135372,40282,Blue
2012,CATALUÑA,216540,7099,Blue
2012,CATALUÑA,87980,2183,Blue
2012,CATALUÑA,106420,7661,Blue
2012,CATALUÑA,364610,10554,Blue
2012,CATALUÑA,835160,19731,Blue
2012,MADRID,48580,6456,Blue
2012,CATALUÑA,951254,26193,Blue
2012,CATALUÑA,455600,14072,Blue
2012,COMUNIDAD VALENCIANA,21810,4899,Blue
2012,MADRID,1409500,70076,Blue
2012,GALICIA,33365,6168,Blue
2012,COMUNIDAD VALENCIANA,116,125,Blue
2012,CASTILLA Y LEON,562520,96108,Blue
2012,ARAGON,2425437,88714,Blue
2012,COMUNIDAD VALENCIANA,37368,2938,Blue
2012,MADRID,15250,572,Blue
2012,MADRID,4013500,168523,Blue
2012,MADRID,14520,357,Blue
2012,MADRID,6920,987,Blue
2012,COMUNIDAD VALENCIANA,177414,16754,Blue
2012,MADRID,36840,1184,Blue
2012,MADRID,347160,23354,Blue
2012,PAIS VASCO,1195290,47076,Blue
2012,COMUNIDAD VALENCIANA,98278,14084,Blue
2012,COMUNIDAD VALENCIANA,399328,29469,Blue
2012,MADRID,754944,46151,Blue
2012,COMUNIDAD VALENCIANA,239971,9955,Blue
2012,CATALUÑA,217906,7185,Blue
2012,CATALUÑA,1012300,33008,Blue
2012,REGION DE MURCIA,85040,7048,Blue
2012,REGION DE MURCIA,132020,21443,Blue
2012,CASTILLA Y LEON,58000,1977,Blue
2012,CASTILLA Y LEON,318080,18023,Blue
2012,LA RIOJA,4324680,152641,Blue
2012,MADRID,196860,18774,Blue
2012,ARAGON,512360,27775,Blue
2012,GALICIA,12170,4309,Blue
2012,CANARIAS,23966,7640,Blue
2012,ARAGON,426245,19135,Blue
2012,REGION DE MURCIA,2200,1447,Blue
2012,MADRID,2825530,205015,Blue
2012,ARAGON,146300,11450,Blue
2012,ARAGON,39480,6042,Blue
2012,ARAGON,197660,13921,Blue
2012,ARAGON,124685,15077,Blue
2012,ARAGON,325850,24487,Blue
2012,ARAGON,127920,7057,Blue
2012,ARAGON,141215,11300,Blue
2012,ARAGON,83450,6322,Blue
2012,ARAGON,78575,6913,Blue
2012,ARAGON,380988,41013,Blue
2012,MADRID,245421,24613,Blue
2012,ARAGON,447480,20839,Blue
2012,ARAGON,345257,13395,Blue
2012,ARAGON,91057,9412,Blue
2012,ARAGON,270020,14765,Blue
2012,ARAGON,131925,16954,Blue
2012,CANARIAS,129520,24361,Blue
2012,CANARIAS,90410,8089,Blue
2012,CANARIAS,68220,10548,Blue
2012,COMUNIDAD VALENCIANA,126035,10088,Blue
2012,MADRID,508166,26646,Blue
2012,CASTILLA Y LEON,58380,5412,Blue
2012,ARAGON,68407,7851,Blue
2012,CASTILLA Y LEON,65560,5268,Blue
2012,REGION DE MURCIA,12500,4027,Blue
2012,REGION DE MURCIA,2758,610,Blue
2012,REGION DE MURCIA,132160,10729,Blue
2012,REGION DE MURCIA,48450,6633,Blue
2012,CATALUÑA,166540,5066,Blue
2012,CASTILLA Y LEON,24828,2263,Blue
2012,CASTILLA Y LEON,47750,6906,Blue
2012,EXTREMADURA,95640,13269,Blue
2012,EXTREMADURA,171050,15011,Blue
2012,COMUNIDAD VALENCIANA,80670,6644,Blue
2012,CATALUÑA,74050,3289,Blue
2012,CATALUÑA,66570,6921,Blue
2012,CATALUÑA,80470,1785,Blue
2012,CASTILLA Y LEON,75880,4568,Blue
2012,CASTILLA Y LEON,49440,3691,Blue
2012,CATALUÑA,44168,1166,Blue
2012,EXTREMADURA,80170,6509,Blue
2012,CASTILLA Y LEON,93380,3989,Blue
2012,EXTREMADURA,107875,9479,Blue
2012,PAIS VASCO,54180,1277,Blue
2012,REGION DE MURCIA,7060,2226,Blue
2012,COMUNIDAD VALENCIANA,16266,552,Blue
2012,COMUNIDAD VALENCIANA,13608,1070,Blue
2012,CASTILLA Y LEON,236724,10899,Blue
2012,GALICIA,31380,6534,Blue
2012,GALICIA,7804,3743,Blue
2012,CANTABRIA,712519,56575,Blue
2012,COMUNIDAD VALENCIANA,97575,2320,Blue
2012,CANARIAS,21380,5257,Blue
2012,COMUNIDAD VALENCIANA,177169,21512,Blue
2012,ARAGON,201000,15267,Blue
2012,REGION DE MURCIA,87620,9288,Blue
2012,GALICIA,153230,24571,Blue
2012,COMUNIDAD VALENCIANA,58142,6788,Blue
2012,CASTILLA Y LEON,51101,2438,Blue
2012,CATALUÑA,250395,10406,Blue
2012,GALICIA,152224,24303,Blue
2012,COMUNIDAD VALENCIANA,32416,7894,Blue
2012,COMUNIDAD VALENCIANA,83900,6856,Blue
2012,COMUNIDAD VALENCIANA,1040,175,Blue
2012,COMUNIDAD VALENCIANA,173160,6807,Blue
2012,COMUNIDAD VALENCIANA,108136,8432,Blue
2012,EXTREMADURA,13770,1160,Blue
2012,ANDALUCIA,171136,28276,Blue
2012,REGION DE MURCIA,19518,4730,Blue
2012,REGION DE MURCIA,161840,11068,Blue
2012,EXTREMADURA,28600,6333,Blue
2012,EXTREMADURA,47750,4199,Blue
2012,EXTREMADURA,136540,17033,Blue
2012,ANDALUCIA,418000,83774,Blue
2012,CASTILLA Y LEON,34700,3709,Blue
