Image,Garbage_category
green-glass/green-glass371.jpg,green-glass
paper/paper14.jpg,paper
clothes/clothes3931.jpg,clothes
brown-glass/brown-glass133.jpg,brown-glass
shoes/shoes265.jpg,shoes
shoes/shoes1420.jpg,shoes
battery/battery908.jpg,battery
shoes/shoes177.jpg,shoes
green-glass/green-glass572.jpg,green-glass
clothes/clothes3024.jpg,clothes
paper/paper183.jpg,paper
shoes/shoes1509.jpg,shoes
trash/trash22.jpg,trash
cardboard/cardboard472.jpg,cardboard
brown-glass/brown-glass73.jpg,brown-glass
biological/biological691.jpg,biological
plastic/plastic589.jpg,plastic
biological/biological497.jpg,biological
biological/biological722.jpg,biological
clothes/clothes715.jpg,clothes
biological/biological174.jpg,biological
clothes/clothes2291.jpg,clothes
plastic/plastic28.jpg,plastic
clothes/clothes4871.jpg,clothes
paper/paper612.jpg,paper
green-glass/green-glass542.jpg,green-glass
cardboard/cardboard424.jpg,cardboard
clothes/clothes3829.jpg,clothes
clothes/clothes3742.jpg,clothes
trash/trash601.jpg,trash
cardboard/cardboard426.jpg,cardboard
shoes/shoes1035.jpg,shoes
clothes/clothes754.jpg,clothes
battery/battery551.jpg,battery
paper/paper663.jpg,paper
clothes/clothes1486.jpg,clothes
shoes/shoes1077.jpg,shoes
battery/battery62.jpg,battery
paper/paper740.jpg,paper
clothes/clothes675.jpg,clothes
cardboard/cardboard807.jpg,cardboard
green-glass/green-glass412.jpg,green-glass
metal/metal624.jpg,metal
clothes/clothes3608.jpg,clothes
clothes/clothes2745.jpg,clothes
clothes/clothes131.jpg,clothes
paper/paper254.jpg,paper
trash/trash70.jpg,trash
clothes/clothes1888.jpg,clothes
shoes/shoes1632.jpg,shoes
plastic/plastic267.jpg,plastic
clothes/clothes2900.jpg,clothes
battery/battery44.jpg,battery
clothes/clothes3543.jpg,clothes
cardboard/cardboard364.jpg,cardboard
clothes/clothes3687.jpg,clothes
biological/biological229.jpg,biological
cardboard/cardboard664.jpg,cardboard
green-glass/green-glass321.jpg,green-glass
biological/biological505.jpg,biological
clothes/clothes3924.jpg,clothes
shoes/shoes1695.jpg,shoes
trash/trash201.jpg,trash
brown-glass/brown-glass235.jpg,brown-glass
shoes/shoes307.jpg,shoes
clothes/clothes1604.jpg,clothes
green-glass/green-glass603.jpg,green-glass
clothes/clothes4582.jpg,clothes
paper/paper736.jpg,paper
paper/paper980.jpg,paper
cardboard/cardboard677.jpg,cardboard
biological/biological255.jpg,biological
clothes/clothes2095.jpg,clothes
trash/trash377.jpg,trash
trash/trash527.jpg,trash
clothes/clothes4185.jpg,clothes
clothes/clothes2862.jpg,clothes
plastic/plastic412.jpg,plastic
plastic/plastic209.jpg,plastic
clothes/clothes2697.jpg,clothes
clothes/clothes5301.jpg,clothes
clothes/clothes301.jpg,clothes
battery/battery47.jpg,battery
shoes/shoes1123.jpg,shoes
clothes/clothes1775.jpg,clothes
biological/biological817.jpg,biological
clothes/clothes4285.jpg,clothes
battery/battery464.jpg,battery
cardboard/cardboard182.jpg,cardboard
brown-glass/brown-glass148.jpg,brown-glass
paper/paper653.jpg,paper
trash/trash414.jpg,trash
trash/trash133.jpg,trash
metal/metal97.jpg,metal
biological/biological662.jpg,biological
battery/battery778.jpg,battery
clothes/clothes3529.jpg,clothes
plastic/plastic76.jpg,plastic
metal/metal759.jpg,metal
clothes/clothes1719.jpg,clothes
biological/biological689.jpg,biological
clothes/clothes4927.jpg,clothes
green-glass/green-glass284.jpg,green-glass
clothes/clothes2612.jpg,clothes
clothes/clothes4217.jpg,clothes
green-glass/green-glass66.jpg,green-glass
battery/battery108.jpg,battery
metal/metal172.jpg,metal
clothes/clothes4339.jpg,clothes
green-glass/green-glass557.jpg,green-glass
trash/trash453.jpg,trash
battery/battery457.jpg,battery
shoes/shoes70.jpg,shoes
clothes/clothes581.jpg,clothes
clothes/clothes3610.jpg,clothes
battery/battery740.jpg,battery
paper/paper431.jpg,paper
green-glass/green-glass115.jpg,green-glass
paper/paper359.jpg,paper
paper/paper618.jpg,paper
clothes/clothes3366.jpg,clothes
clothes/clothes377.jpg,clothes
green-glass/green-glass158.jpg,green-glass
clothes/clothes4456.jpg,clothes
clothes/clothes885.jpg,clothes
clothes/clothes1117.jpg,clothes
metal/metal236.jpg,metal
metal/metal396.jpg,metal
green-glass/green-glass607.jpg,green-glass
biological/biological967.jpg,biological
clothes/clothes3593.jpg,clothes
paper/paper773.jpg,paper
plastic/plastic538.jpg,plastic
battery/battery806.jpg,battery
clothes/clothes4179.jpg,clothes
shoes/shoes1345.jpg,shoes
shoes/shoes1525.jpg,shoes
trash/trash496.jpg,trash
shoes/shoes172.jpg,shoes
clothes/clothes4163.jpg,clothes
battery/battery276.jpg,battery
shoes/shoes281.jpg,shoes
brown-glass/brown-glass390.jpg,brown-glass
clothes/clothes2162.jpg,clothes
shoes/shoes156.jpg,shoes
clothes/clothes3069.jpg,clothes
metal/metal228.jpg,metal
battery/battery833.jpg,battery
shoes/shoes1907.jpg,shoes
battery/battery543.jpg,battery
biological/biological46.jpg,biological
clothes/clothes2675.jpg,clothes
clothes/clothes4454.jpg,clothes
paper/paper629.jpg,paper
clothes/clothes1712.jpg,clothes
green-glass/green-glass22.jpg,green-glass
green-glass/green-glass381.jpg,green-glass
shoes/shoes1512.jpg,shoes
clothes/clothes673.jpg,clothes
biological/biological252.jpg,biological
clothes/clothes18.jpg,clothes
brown-glass/brown-glass283.jpg,brown-glass
clothes/clothes631.jpg,clothes
brown-glass/brown-glass404.jpg,brown-glass
metal/metal204.jpg,metal
shoes/shoes993.jpg,shoes
clothes/clothes1461.jpg,clothes
clothes/clothes3940.jpg,clothes
clothes/clothes1682.jpg,clothes
shoes/shoes538.jpg,shoes
shoes/shoes1873.jpg,shoes
cardboard/cardboard53.jpg,cardboard
clothes/clothes5105.jpg,clothes
metal/metal522.jpg,metal
battery/battery650.jpg,battery
cardboard/cardboard791.jpg,cardboard
plastic/plastic387.jpg,plastic
paper/paper101.jpg,paper
clothes/clothes5281.jpg,clothes
paper/paper878.jpg,paper
clothes/clothes1804.jpg,clothes
green-glass/green-glass543.jpg,green-glass
clothes/clothes2854.jpg,clothes
cardboard/cardboard2.jpg,cardboard
trash/trash1.jpg,trash
shoes/shoes383.jpg,shoes
shoes/shoes1240.jpg,shoes
clothes/clothes739.jpg,clothes
biological/biological480.jpg,biological
metal/metal633.jpg,metal
clothes/clothes743.jpg,clothes
metal/metal75.jpg,metal
clothes/clothes1776.jpg,clothes
plastic/plastic409.jpg,plastic
paper/paper320.jpg,paper
shoes/shoes1546.jpg,shoes
biological/biological435.jpg,biological
clothes/clothes1124.jpg,clothes
clothes/clothes5128.jpg,clothes
metal/metal727.jpg,metal
shoes/shoes1214.jpg,shoes
plastic/plastic211.jpg,plastic
metal/metal370.jpg,metal
paper/paper621.jpg,paper
clothes/clothes2089.jpg,clothes
clothes/clothes4433.jpg,clothes
clothes/clothes793.jpg,clothes
battery/battery26.jpg,battery
biological/biological816.jpg,biological
shoes/shoes161.jpg,shoes
metal/metal143.jpg,metal
shoes/shoes1529.jpg,shoes
clothes/clothes5322.jpg,clothes
shoes/shoes1441.jpg,shoes
trash/trash230.jpg,trash
shoes/shoes1890.jpg,shoes
clothes/clothes1049.jpg,clothes
clothes/clothes5071.jpg,clothes
metal/metal247.jpg,metal
clothes/clothes4173.jpg,clothes
brown-glass/brown-glass52.jpg,brown-glass
clothes/clothes2784.jpg,clothes
clothes/clothes1335.jpg,clothes
metal/metal597.jpg,metal
clothes/clothes4462.jpg,clothes
shoes/shoes1503.jpg,shoes
clothes/clothes485.jpg,clothes
clothes/clothes2615.jpg,clothes
metal/metal118.jpg,metal
green-glass/green-glass94.jpg,green-glass
plastic/plastic753.jpg,plastic
cardboard/cardboard282.jpg,cardboard
biological/biological493.jpg,biological
trash/trash269.jpg,trash
shoes/shoes881.jpg,shoes
battery/battery826.jpg,battery
clothes/clothes3053.jpg,clothes
biological/biological432.jpg,biological
shoes/shoes914.jpg,shoes
metal/metal227.jpg,metal
paper/paper383.jpg,paper
clothes/clothes2916.jpg,clothes
brown-glass/brown-glass53.jpg,brown-glass
shoes/shoes925.jpg,shoes
clothes/clothes1016.jpg,clothes
clothes/clothes1549.jpg,clothes
battery/battery858.jpg,battery
clothes/clothes3204.jpg,clothes
biological/biological160.jpg,biological
paper/paper588.jpg,paper
battery/battery621.jpg,battery
metal/metal664.jpg,metal
trash/trash554.jpg,trash
shoes/shoes1338.jpg,shoes
clothes/clothes5198.jpg,clothes
clothes/clothes4999.jpg,clothes
clothes/clothes1680.jpg,clothes
metal/metal732.jpg,metal
clothes/clothes3564.jpg,clothes
clothes/clothes354.jpg,clothes
battery/battery403.jpg,battery
plastic/plastic157.jpg,plastic
clothes/clothes3147.jpg,clothes
brown-glass/brown-glass181.jpg,brown-glass
clothes/clothes1595.jpg,clothes
clothes/clothes1973.jpg,clothes
clothes/clothes3557.jpg,clothes
clothes/clothes3830.jpg,clothes
shoes/shoes1349.jpg,shoes
trash/trash395.jpg,trash
paper/paper893.jpg,paper
metal/metal214.jpg,metal
clothes/clothes913.jpg,clothes
clothes/clothes2617.jpg,clothes
metal/metal254.jpg,metal
clothes/clothes4320.jpg,clothes
clothes/clothes197.jpg,clothes
brown-glass/brown-glass512.jpg,brown-glass
clothes/clothes2947.jpg,clothes
clothes/clothes5204.jpg,clothes
clothes/clothes4887.jpg,clothes
brown-glass/brown-glass54.jpg,brown-glass
clothes/clothes3495.jpg,clothes
green-glass/green-glass253.jpg,green-glass
shoes/shoes469.jpg,shoes
cardboard/cardboard289.jpg,cardboard
plastic/plastic106.jpg,plastic
plastic/plastic632.jpg,plastic
biological/biological628.jpg,biological
biological/biological550.jpg,biological
battery/battery438.jpg,battery
paper/paper681.jpg,paper
clothes/clothes3846.jpg,clothes
clothes/clothes2080.jpg,clothes
clothes/clothes707.jpg,clothes
clothes/clothes5179.jpg,clothes
plastic/plastic235.jpg,plastic
shoes/shoes1181.jpg,shoes
clothes/clothes106.jpg,clothes
clothes/clothes2028.jpg,clothes
paper/paper234.jpg,paper
shoes/shoes613.jpg,shoes
clothes/clothes320.jpg,clothes
clothes/clothes5146.jpg,clothes
clothes/clothes1036.jpg,clothes
shoes/shoes1733.jpg,shoes
clothes/clothes4532.jpg,clothes
shoes/shoes948.jpg,shoes
green-glass/green-glass362.jpg,green-glass
clothes/clothes1519.jpg,clothes
shoes/shoes1466.jpg,shoes
cardboard/cardboard515.jpg,cardboard
trash/trash245.jpg,trash
clothes/clothes911.jpg,clothes
paper/paper565.jpg,paper
clothes/clothes3484.jpg,clothes
clothes/clothes450.jpg,clothes
metal/metal736.jpg,metal
shoes/shoes96.jpg,shoes
clothes/clothes235.jpg,clothes
plastic/plastic677.jpg,plastic
clothes/clothes5264.jpg,clothes
trash/trash500.jpg,trash
clothes/clothes2602.jpg,clothes
clothes/clothes2140.jpg,clothes
clothes/clothes1934.jpg,clothes
clothes/clothes3083.jpg,clothes
shoes/shoes1114.jpg,shoes
clothes/clothes2925.jpg,clothes
clothes/clothes1100.jpg,clothes
cardboard/cardboard382.jpg,cardboard
brown-glass/brown-glass451.jpg,brown-glass
biological/biological138.jpg,biological
shoes/shoes1881.jpg,shoes
shoes/shoes365.jpg,shoes
plastic/plastic13.jpg,plastic
cardboard/cardboard483.jpg,cardboard
clothes/clothes2717.jpg,clothes
clothes/clothes2032.jpg,clothes
paper/paper428.jpg,paper
clothes/clothes2419.jpg,clothes
brown-glass/brown-glass14.jpg,brown-glass
shoes/shoes357.jpg,shoes
plastic/plastic465.jpg,plastic
shoes/shoes1457.jpg,shoes
clothes/clothes2892.jpg,clothes
clothes/clothes2296.jpg,clothes
trash/trash643.jpg,trash
paper/paper177.jpg,paper
battery/battery38.jpg,battery
battery/battery324.jpg,battery
plastic/plastic495.jpg,plastic
brown-glass/brown-glass342.jpg,brown-glass
biological/biological471.jpg,biological
cardboard/cardboard462.jpg,cardboard
shoes/shoes1889.jpg,shoes
clothes/clothes4121.jpg,clothes
paper/paper698.jpg,paper
green-glass/green-glass79.jpg,green-glass
clothes/clothes563.jpg,clothes
biological/biological635.jpg,biological
metal/metal232.jpg,metal
shoes/shoes1315.jpg,shoes
shoes/shoes856.jpg,shoes
trash/trash241.jpg,trash
shoes/shoes284.jpg,shoes
clothes/clothes1899.jpg,clothes
shoes/shoes360.jpg,shoes
shoes/shoes1093.jpg,shoes
shoes/shoes1258.jpg,shoes
cardboard/cardboard651.jpg,cardboard
clothes/clothes3587.jpg,clothes
clothes/clothes4766.jpg,clothes
plastic/plastic638.jpg,plastic
battery/battery459.jpg,battery
green-glass/green-glass338.jpg,green-glass
clothes/clothes4958.jpg,clothes
trash/trash469.jpg,trash
clothes/clothes4154.jpg,clothes
clothes/clothes1447.jpg,clothes
paper/paper493.jpg,paper
clothes/clothes4542.jpg,clothes
clothes/clothes835.jpg,clothes
cardboard/cardboard780.jpg,cardboard
clothes/clothes2343.jpg,clothes
shoes/shoes741.jpg,shoes
brown-glass/brown-glass583.jpg,brown-glass
shoes/shoes1731.jpg,shoes
plastic/plastic270.jpg,plastic
trash/trash499.jpg,trash
shoes/shoes557.jpg,shoes
clothes/clothes5295.jpg,clothes
clothes/clothes3563.jpg,clothes
clothes/clothes987.jpg,clothes
shoes/shoes1664.jpg,shoes
paper/paper257.jpg,paper
clothes/clothes4783.jpg,clothes
trash/trash50.jpg,trash
metal/metal614.jpg,metal
clothes/clothes8.jpg,clothes
biological/biological478.jpg,biological
paper/paper264.jpg,paper
shoes/shoes848.jpg,shoes
clothes/clothes3681.jpg,clothes
paper/paper885.jpg,paper
brown-glass/brown-glass144.jpg,brown-glass
shoes/shoes1415.jpg,shoes
cardboard/cardboard828.jpg,cardboard
clothes/clothes4429.jpg,clothes
clothes/clothes2405.jpg,clothes
battery/battery21.jpg,battery
clothes/clothes2981.jpg,clothes
paper/paper784.jpg,paper
clothes/clothes1557.jpg,clothes
clothes/clothes1355.jpg,clothes
clothes/clothes3269.jpg,clothes
shoes/shoes1048.jpg,shoes
green-glass/green-glass292.jpg,green-glass
paper/paper212.jpg,paper
clothes/clothes1840.jpg,clothes
brown-glass/brown-glass372.jpg,brown-glass
cardboard/cardboard114.jpg,cardboard
green-glass/green-glass6.jpg,green-glass
clothes/clothes3049.jpg,clothes
biological/biological715.jpg,biological
clothes/clothes4435.jpg,clothes
clothes/clothes4615.jpg,clothes
metal/metal731.jpg,metal
paper/paper205.jpg,paper
clothes/clothes3807.jpg,clothes
paper/paper648.jpg,paper
brown-glass/brown-glass258.jpg,brown-glass
clothes/clothes729.jpg,clothes
shoes/shoes1746.jpg,shoes
clothes/clothes2522.jpg,clothes
clothes/clothes826.jpg,clothes
clothes/clothes976.jpg,clothes
clothes/clothes4728.jpg,clothes
clothes/clothes3781.jpg,clothes
plastic/plastic266.jpg,plastic
clothes/clothes645.jpg,clothes
metal/metal666.jpg,metal
cardboard/cardboard181.jpg,cardboard
clothes/clothes2179.jpg,clothes
clothes/clothes357.jpg,clothes
metal/metal426.jpg,metal
green-glass/green-glass317.jpg,green-glass
paper/paper307.jpg,paper
shoes/shoes908.jpg,shoes
clothes/clothes5177.jpg,clothes
green-glass/green-glass523.jpg,green-glass
battery/battery420.jpg,battery
plastic/plastic572.jpg,plastic
paper/paper287.jpg,paper
clothes/clothes1148.jpg,clothes
biological/biological48.jpg,biological
paper/paper533.jpg,paper
biological/biological569.jpg,biological
clothes/clothes1768.jpg,clothes
green-glass/green-glass247.jpg,green-glass
metal/metal480.jpg,metal
shoes/shoes53.jpg,shoes
cardboard/cardboard841.jpg,cardboard
clothes/clothes3647.jpg,clothes
brown-glass/brown-glass237.jpg,brown-glass
shoes/shoes264.jpg,shoes
biological/biological944.jpg,biological
paper/paper512.jpg,paper
clothes/clothes4758.jpg,clothes
green-glass/green-glass98.jpg,green-glass
metal/metal252.jpg,metal
shoes/shoes772.jpg,shoes
trash/trash94.jpg,trash
clothes/clothes3576.jpg,clothes
clothes/clothes4486.jpg,clothes
cardboard/cardboard746.jpg,cardboard
clothes/clothes2962.jpg,clothes
clothes/clothes1499.jpg,clothes
clothes/clothes5223.jpg,clothes
shoes/shoes261.jpg,shoes
shoes/shoes56.jpg,shoes
shoes/shoes746.jpg,shoes
shoes/shoes805.jpg,shoes
clothes/clothes1908.jpg,clothes
battery/battery392.jpg,battery
clothes/clothes4317.jpg,clothes
shoes/shoes359.jpg,shoes
metal/metal631.jpg,metal
green-glass/green-glass250.jpg,green-glass
clothes/clothes514.jpg,clothes
clothes/clothes1517.jpg,clothes
shoes/shoes1491.jpg,shoes
paper/paper284.jpg,paper
brown-glass/brown-glass256.jpg,brown-glass
clothes/clothes3726.jpg,clothes
clothes/clothes2543.jpg,clothes
clothes/clothes1739.jpg,clothes
metal/metal173.jpg,metal
clothes/clothes3030.jpg,clothes
clothes/clothes2993.jpg,clothes
clothes/clothes2650.jpg,clothes
cardboard/cardboard180.jpg,cardboard
clothes/clothes2257.jpg,clothes
battery/battery475.jpg,battery
cardboard/cardboard204.jpg,cardboard
clothes/clothes1663.jpg,clothes
brown-glass/brown-glass536.jpg,brown-glass
paper/paper807.jpg,paper
shoes/shoes730.jpg,shoes
trash/trash29.jpg,trash
trash/trash400.jpg,trash
clothes/clothes3759.jpg,clothes
clothes/clothes3.jpg,clothes
green-glass/green-glass363.jpg,green-glass
trash/trash649.jpg,trash
biological/biological579.jpg,biological
paper/paper1050.jpg,paper
biological/biological384.jpg,biological
clothes/clothes1101.jpg,clothes
battery/battery308.jpg,battery
clothes/clothes4378.jpg,clothes
clothes/clothes4280.jpg,clothes
shoes/shoes1752.jpg,shoes
biological/biological303.jpg,biological
shoes/shoes1725.jpg,shoes
brown-glass/brown-glass137.jpg,brown-glass
metal/metal314.jpg,metal
clothes/clothes4362.jpg,clothes
cardboard/cardboard593.jpg,cardboard
battery/battery11.jpg,battery
cardboard/cardboard456.jpg,cardboard
clothes/clothes1361.jpg,clothes
biological/biological805.jpg,biological
clothes/clothes2216.jpg,clothes
shoes/shoes688.jpg,shoes
clothes/clothes1456.jpg,clothes
biological/biological313.jpg,biological
biological/biological981.jpg,biological
brown-glass/brown-glass548.jpg,brown-glass
clothes/clothes4146.jpg,clothes
shoes/shoes994.jpg,shoes
clothes/clothes4928.jpg,clothes
shoes/shoes1799.jpg,shoes
clothes/clothes827.jpg,clothes
metal/metal188.jpg,metal
clothes/clothes3803.jpg,clothes
metal/metal6.jpg,metal
paper/paper285.jpg,paper
clothes/clothes1326.jpg,clothes
clothes/clothes2349.jpg,clothes
clothes/clothes3309.jpg,clothes
trash/trash278.jpg,trash
clothes/clothes1743.jpg,clothes
clothes/clothes4351.jpg,clothes
metal/metal746.jpg,metal
biological/biological746.jpg,biological
shoes/shoes633.jpg,shoes
cardboard/cardboard358.jpg,cardboard
battery/battery840.jpg,battery
battery/battery553.jpg,battery
clothes/clothes443.jpg,clothes
clothes/clothes4885.jpg,clothes
biological/biological742.jpg,biological
paper/paper889.jpg,paper
clothes/clothes2941.jpg,clothes
shoes/shoes1079.jpg,shoes
clothes/clothes4810.jpg,clothes
clothes/clothes4304.jpg,clothes
shoes/shoes738.jpg,shoes
biological/biological745.jpg,biological
clothes/clothes4676.jpg,clothes
green-glass/green-glass205.jpg,green-glass
paper/paper1034.jpg,paper
shoes/shoes387.jpg,shoes
shoes/shoes1288.jpg,shoes
shoes/shoes906.jpg,shoes
metal/metal616.jpg,metal
paper/paper312.jpg,paper
clothes/clothes2070.jpg,clothes
clothes/clothes4640.jpg,clothes
battery/battery40.jpg,battery
biological/biological438.jpg,biological
cardboard/cardboard563.jpg,cardboard
cardboard/cardboard840.jpg,cardboard
biological/biological344.jpg,biological
paper/paper798.jpg,paper
cardboard/cardboard738.jpg,cardboard
clothes/clothes2537.jpg,clothes
shoes/shoes1120.jpg,shoes
metal/metal215.jpg,metal
clothes/clothes4933.jpg,clothes
biological/biological591.jpg,biological
biological/biological721.jpg,biological
clothes/clothes5050.jpg,clothes
shoes/shoes934.jpg,shoes
clothes/clothes611.jpg,clothes
plastic/plastic66.jpg,plastic
cardboard/cardboard457.jpg,cardboard
shoes/shoes520.jpg,shoes
biological/biological124.jpg,biological
clothes/clothes5019.jpg,clothes
clothes/clothes3702.jpg,clothes
metal/metal88.jpg,metal
green-glass/green-glass378.jpg,green-glass
battery/battery80.jpg,battery
paper/paper134.jpg,paper
green-glass/green-glass431.jpg,green-glass
shoes/shoes896.jpg,shoes
clothes/clothes1189.jpg,clothes
shoes/shoes1088.jpg,shoes
paper/paper624.jpg,paper
clothes/clothes457.jpg,clothes
clothes/clothes3711.jpg,clothes
biological/biological223.jpg,biological
clothes/clothes1919.jpg,clothes
biological/biological198.jpg,biological
clothes/clothes3224.jpg,clothes
plastic/plastic428.jpg,plastic
trash/trash268.jpg,trash
shoes/shoes185.jpg,shoes
cardboard/cardboard256.jpg,cardboard
clothes/clothes413.jpg,clothes
clothes/clothes3666.jpg,clothes
battery/battery890.jpg,battery
paper/paper273.jpg,paper
biological/biological766.jpg,biological
brown-glass/brown-glass386.jpg,brown-glass
clothes/clothes2365.jpg,clothes
plastic/plastic625.jpg,plastic
shoes/shoes291.jpg,shoes
shoes/shoes692.jpg,shoes
shoes/shoes1429.jpg,shoes
clothes/clothes141.jpg,clothes
clothes/clothes1688.jpg,clothes
plastic/plastic389.jpg,plastic
clothes/clothes164.jpg,clothes
paper/paper891.jpg,paper
cardboard/cardboard744.jpg,cardboard
trash/trash653.jpg,trash
biological/biological371.jpg,biological
clothes/clothes2247.jpg,clothes
shoes/shoes532.jpg,shoes
cardboard/cardboard332.jpg,cardboard
clothes/clothes1002.jpg,clothes
biological/biological938.jpg,biological
shoes/shoes318.jpg,shoes
battery/battery297.jpg,battery
clothes/clothes3365.jpg,clothes
clothes/clothes112.jpg,clothes
paper/paper187.jpg,paper
brown-glass/brown-glass462.jpg,brown-glass
clothes/clothes5259.jpg,clothes
clothes/clothes3140.jpg,clothes
biological/biological804.jpg,biological
paper/paper84.jpg,paper
battery/battery126.jpg,battery
clothes/clothes3918.jpg,clothes
battery/battery449.jpg,battery
paper/paper107.jpg,paper
metal/metal531.jpg,metal
shoes/shoes539.jpg,shoes
clothes/clothes3568.jpg,clothes
clothes/clothes567.jpg,clothes
cardboard/cardboard379.jpg,cardboard
metal/metal403.jpg,metal
metal/metal237.jpg,metal
clothes/clothes5283.jpg,clothes
clothes/clothes1045.jpg,clothes
cardboard/cardboard32.jpg,cardboard
clothes/clothes577.jpg,clothes
brown-glass/brown-glass218.jpg,brown-glass
clothes/clothes3919.jpg,clothes
biological/biological195.jpg,biological
clothes/clothes2275.jpg,clothes
clothes/clothes1234.jpg,clothes
clothes/clothes209.jpg,clothes
green-glass/green-glass21.jpg,green-glass
clothes/clothes5035.jpg,clothes
trash/trash215.jpg,trash
shoes/shoes981.jpg,shoes
shoes/shoes810.jpg,shoes
clothes/clothes2260.jpg,clothes
clothes/clothes161.jpg,clothes
clothes/clothes3036.jpg,clothes
brown-glass/brown-glass345.jpg,brown-glass
clothes/clothes4820.jpg,clothes
clothes/clothes3982.jpg,clothes
trash/trash310.jpg,trash
brown-glass/brown-glass304.jpg,brown-glass
clothes/clothes1276.jpg,clothes
shoes/shoes1450.jpg,shoes
clothes/clothes2570.jpg,clothes
shoes/shoes247.jpg,shoes
metal/metal738.jpg,metal
trash/trash569.jpg,trash
clothes/clothes4570.jpg,clothes
clothes/clothes2148.jpg,clothes
shoes/shoes542.jpg,shoes
biological/biological842.jpg,biological
clothes/clothes5258.jpg,clothes
clothes/clothes1624.jpg,clothes
clothes/clothes2767.jpg,clothes
plastic/plastic283.jpg,plastic
shoes/shoes821.jpg,shoes
green-glass/green-glass518.jpg,green-glass
cardboard/cardboard120.jpg,cardboard
plastic/plastic155.jpg,plastic
cardboard/cardboard397.jpg,cardboard
clothes/clothes714.jpg,clothes
clothes/clothes2938.jpg,clothes
cardboard/cardboard329.jpg,cardboard
clothes/clothes954.jpg,clothes
cardboard/cardboard701.jpg,cardboard
plastic/plastic404.jpg,plastic
shoes/shoes1927.jpg,shoes
clothes/clothes2333.jpg,clothes
clothes/clothes4976.jpg,clothes
paper/paper868.jpg,paper
clothes/clothes2923.jpg,clothes
plastic/plastic614.jpg,plastic
cardboard/cardboard236.jpg,cardboard
clothes/clothes119.jpg,clothes
clothes/clothes101.jpg,clothes
clothes/clothes2739.jpg,clothes
clothes/clothes5085.jpg,clothes
clothes/clothes2196.jpg,clothes
biological/biological135.jpg,biological
cardboard/cardboard797.jpg,cardboard
plastic/plastic592.jpg,plastic
clothes/clothes3961.jpg,clothes
trash/trash368.jpg,trash
plastic/plastic282.jpg,plastic
clothes/clothes3067.jpg,clothes
clothes/clothes1477.jpg,clothes
metal/metal607.jpg,metal
shoes/shoes1271.jpg,shoes
clothes/clothes2607.jpg,clothes
clothes/clothes3490.jpg,clothes
clothes/clothes4273.jpg,clothes
clothes/clothes3173.jpg,clothes
shoes/shoes675.jpg,shoes
shoes/shoes1070.jpg,shoes
plastic/plastic629.jpg,plastic
plastic/plastic830.jpg,plastic
cardboard/cardboard886.jpg,cardboard
clothes/clothes4276.jpg,clothes
green-glass/green-glass106.jpg,green-glass
clothes/clothes2388.jpg,clothes
clothes/clothes1012.jpg,clothes
battery/battery353.jpg,battery
clothes/clothes1650.jpg,clothes
clothes/clothes1111.jpg,clothes
clothes/clothes3906.jpg,clothes
shoes/shoes1438.jpg,shoes
clothes/clothes2194.jpg,clothes
clothes/clothes1808.jpg,clothes
plastic/plastic708.jpg,plastic
battery/battery671.jpg,battery
battery/battery395.jpg,battery
paper/paper296.jpg,paper
battery/battery8.jpg,battery
shoes/shoes209.jpg,shoes
metal/metal96.jpg,metal
shoes/shoes895.jpg,shoes
battery/battery531.jpg,battery
shoes/shoes1418.jpg,shoes
biological/biological753.jpg,biological
trash/trash231.jpg,trash
clothes/clothes5061.jpg,clothes
metal/metal366.jpg,metal
trash/trash345.jpg,trash
clothes/clothes2571.jpg,clothes
shoes/shoes495.jpg,shoes
clothes/clothes3290.jpg,clothes
clothes/clothes5131.jpg,clothes
cardboard/cardboard564.jpg,cardboard
brown-glass/brown-glass125.jpg,brown-glass
clothes/clothes2748.jpg,clothes
clothes/clothes1464.jpg,clothes
shoes/shoes1767.jpg,shoes
clothes/clothes4034.jpg,clothes
green-glass/green-glass188.jpg,green-glass
paper/paper410.jpg,paper
clothes/clothes3979.jpg,clothes
brown-glass/brown-glass85.jpg,brown-glass
biological/biological411.jpg,biological
clothes/clothes103.jpg,clothes
shoes/shoes1011.jpg,shoes
clothes/clothes3720.jpg,clothes
clothes/clothes3124.jpg,clothes
shoes/shoes1186.jpg,shoes
clothes/clothes4476.jpg,clothes
metal/metal342.jpg,metal
metal/metal346.jpg,metal
clothes/clothes2085.jpg,clothes
clothes/clothes4207.jpg,clothes
biological/biological534.jpg,biological
plastic/plastic245.jpg,plastic
metal/metal277.jpg,metal
plastic/plastic587.jpg,plastic
clothes/clothes4023.jpg,clothes
clothes/clothes2445.jpg,clothes
clothes/clothes1968.jpg,clothes
green-glass/green-glass436.jpg,green-glass
shoes/shoes1647.jpg,shoes
shoes/shoes1030.jpg,shoes
clothes/clothes1848.jpg,clothes
plastic/plastic604.jpg,plastic
clothes/clothes1013.jpg,clothes
cardboard/cardboard492.jpg,cardboard
paper/paper718.jpg,paper
clothes/clothes2232.jpg,clothes
shoes/shoes1818.jpg,shoes
clothes/clothes1765.jpg,clothes
paper/paper836.jpg,paper
clothes/clothes5171.jpg,clothes
plastic/plastic244.jpg,plastic
brown-glass/brown-glass561.jpg,brown-glass
plastic/plastic672.jpg,plastic
cardboard/cardboard591.jpg,cardboard
